id,project_code,pq_number,po_so_number,asn_dn_number,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,pq_first_sent_to_client_date,po_sent_to_vendor_date,scheduled_delivery_date,delivered_to_client_date,delivery_recorded_date,product_group,sub_classification,vendor,item_description,molecule_test_type,brand,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,weight_kilograms,freight_cost_usd,line_item_insurance_usd,planned_lead_time_days,actual_lead_time_days,is_on_time,freight_pct_of_value,freight_cost_per_kg
2341,332-ZI-T13,PQ-62862,SO-66420,ASN-62803,Zimbabwe,Haiti Field Office,From RDC,DDP,Ocean,1/2/2014,1/12/2014,2/15/2014,2/15/2014,2/16/2014,HRDT,HIV test,Aurobindo Pharma Limited,HRDT product - HIV test formulation,Molecule 9,Generic,30mg,Tablet,30,2000,61200.8,856.8112,30.6004,SCMS Global Warehouse,No,23.7,3626.88,514.27,34,34,t,5.93,153.03
2894,333-CO-T22,PQ-84201,SO-30960,ASN-40483,Cote D'Ivoire,Haiti Field Office,From RDC,FCA,Ocean,9/4/2015,9/9/2015,11/25/2015,12/3/2015,12/4/2015,MRDT,Malaria test,Scms From Rdc,MRDT product - Malaria test formulation,Molecule 29,Branded,60mg,Tablet,60,500,648.5,29.831,1.297,"Novartis, Suffern, US",No,7.29,73.56,5.8,77,85,f,11.34,10.09
3184,333-ET-T12,PQ-16145,SO-15664,ASN-75121,Ethiopia,South Africa Field Office,Direct Drop,DDP,Air,1/9/2016,1/23/2016,3/27/2016,3/21/2016,3/25/2016,ANTM,Antimalarial,Scms From Rdc,ANTM product - Antimalarial formulation,Molecule 20,Generic,60mg,Tablet,60,2000,51301.2,333.4578,25.6506,"Mylan H-12, India",No,33.11,2450.15,365.82,64,58,t,4.78,74
4783,333-ET-T38,PQ-40954,SO-89091,ASN-58463,Ethiopia,South Africa Field Office,From RDC,EXW,Ocean,10/6/2015,10/11/2015,11/3/2015,11/12/2015,11/16/2015,ARV,Adult,Aurobindo Pharma Limited,ARV product - Adult formulation,Molecule 11,Generic,30mg,Tablet,1,2000,46241,670.4945,23.1205,"Novartis, Suffern, US",Yes,27.16,7963.83,309.9,23,32,f,17.22,293.22
2661,333-ET-T63,PQ-85781,SO-10801,ASN-61912,Ethiopia,PMO - US,Direct Drop,FOB,Ocean,1/5/2015,1/24/2015,4/4/2015,3/26/2015,3/29/2015,MRDT,Malaria test,Mylan Inc,MRDT product - Malaria test formulation,Molecule 2,Branded,90mg,Oral Solution,60,500,7599.75,395.187,15.1995,"Ranbaxy, Paonta Sahib, India",Yes,7.65,169.65,46.97,70,61,t,2.23,22.18
3218,333-NI-T93,PQ-44150,SO-94297,ASN-52819,Nigeria,PMO - US,From RDC,CIP,Air,10/27/2014,11/5/2014,12/25/2014,1/5/2015,1/8/2015,ACT,Artemisinin-based,Scms From Rdc,ACT product - Artemisinin-based formulation,Molecule 29,Branded,150mg,Capsule,100,2000,77558.4,930.7008,38.7792,"Cipla, Goa, India",No,37.4,12482.27,621.44,50,61,f,16.09,333.75
4032,333-SO-T15,PQ-84600,SO-13983,ASN-52145,South Africa,South Africa Field Office,Direct Drop,EXW,Air,7/31/2014,8/11/2014,9/5/2014,8/26/2014,8/30/2014,ANTM,Antimalarial,Bristol Myers Squibb,ANTM product - Antimalarial formulation,Molecule 12,Branded,120mg,Test kit,100,5000,76048,212.9344,15.2096,"Aurobindo Unit III, India",Yes,61.55,,668.78,25,15,t,,
5942,333-TA-T16,PQ-61474,SO-14167,ASN-35574,Tanzania,South Africa Field Office,From RDC,EXW,Ocean,4/14/2014,4/28/2014,5/20/2014,5/16/2014,5/17/2014,HRDT,HIV test,Scms From Rdc,HRDT product - HIV test formulation,Molecule 13,Branded,120mg,Oral Solution,1,,17658.8,317.8584,17.6588,SCMS Global Warehouse,Yes,16.6,473.99,171.57,22,18,t,2.68,28.55
3447,333-UG-T15,PQ-51442,SO-94106,ASN-39435,Uganda,South Africa Field Office,Direct Drop,FCA,Truck,5/11/2015,5/22/2015,7/9/2015,6/15/2015,6/15/2015,ANTM,Antimalarial,Ranbaxy Fine Chemicals,ANTM product - Antimalarial formulation,Molecule 31,Branded,30mg,Tablet,10,5000,116643,443.2434,23.3286,"Mylan H-12, India",Yes,49.36,5101.52,154.91,48,24,t,4.37,103.35
1370,333-VI-T20,PQ-69566,SO-88466,ASN-44503,Vietnam,South Africa Field Office,From RDC,EXW,Ocean,3/26/2015,4/4/2015,6/2/2015,5/26/2015,5/29/2015,ANTM,Antimalarial,Bristol Myers Squibb,ANTM product - Antimalarial formulation,Molecule 30,Branded,60mg,Tablet,30,5000,27914,133.9872,5.5828,"ABC Farmaceutica, Brazil",Yes,,833.1,242.38,59,52,t,2.98,
857,333-ZA-T71,PQ-69977,SO-74975,ASN-45754,Zambia,Haiti Field Office,Direct Drop,CIP,Truck,5/8/2016,5/27/2016,6/17/2016,5/25/2016,5/27/2016,ARV,Adult,Ranbaxy Fine Chemicals,ARV product - Adult formulation,Molecule 14,Generic,150mg,Capsule,1,1000,3903.4,89.7782,3.9034,"Mylan H-12, India",Yes,8.69,591.85,24.75,21,-2,t,15.16,68.11
3055,334-CA-T75,PQ-77981,SO-76225,ASN-70662,Cameroon,South Africa Field Office,From RDC,FCA,Air,3/7/2016,3/12/2016,5/7/2016,4/30/2016,5/2/2016,ACT,Artemisinin-based,Scms Global,ACT product - Artemisinin-based formulation,Molecule 38,Branded,30mg,Capsule,1,10000,380838,266.5866,38.0838,"Ranbaxy, Paonta Sahib, India",Yes,69.55,35110.29,3180.79,56,49,t,9.22,504.82
2152,334-SO-T44,PQ-39310,SO-18530,ASN-36078,South Africa,Haiti Field Office,Direct Drop,FOB,Truck,10/6/2015,10/14/2015,1/6/2016,1/2/2016,1/4/2016,MRDT,Malaria test,Abc Pharm Ltd,MRDT product - Malaria test formulation,Molecule 36,Branded,30mg,Tablet,100,10000,420435,546.5655,42.0435,"Ranbaxy, Paonta Sahib, India",Yes,17.59,51313.34,1792.66,84,80,t,12.2,2917.19
4182,334-VI-T23,PQ-49755,SO-33180,,Vietnam,PMO - US,Direct Drop,EXW,Air,1/25/2016,2/6/2016,4/9/2016,4/19/2016,4/19/2016,ARV,Adult,Cipla Ltd,ARV product - Adult formulation,Molecule 31,Branded,90mg,Capsule,1,10000,329545,197.727,32.9545,"ABC Farmaceutica, Brazil",Yes,141.36,55453.61,600.44,63,73,f,16.83,392.29
4851,334-ZI-T19,PQ-37986,SO-89025,ASN-84505,Zimbabwe,Haiti Field Office,Direct Drop,FCA,Air,3/18/2015,3/25/2015,6/14/2015,6/28/2015,7/1/2015,HRDT,HIV test,Ranbaxy Fine Chemicals,HRDT product - HIV test formulation,Molecule 33,Generic,150mg,Tablet,10,500,5244.95,262.2475,10.4899,"Aurobindo Unit III, India",Yes,1.92,873.98,38.19,81,95,f,16.66,455.2
286,335-NI-T34,PQ-62186,SO-54648,ASN-35761,Nigeria,Haiti Field Office,Direct Drop,DDP,Air,8/29/2015,9/15/2015,10/19/2015,10/12/2015,10/14/2015,ACT,Artemisinin-based,Ranbaxy Fine Chemicals,ACT product - Artemisinin-based formulation,Molecule 33,Generic,120mg,Capsule,100,500,16313.7,848.3124,32.6274,"Ranbaxy, Paonta Sahib, India",No,5.8,,29.01,34,27,t,,
24,335-VI-T14,PQ-34285,SO-47626,ASN-63871,Vietnam,Haiti Field Office,Direct Drop,FOB,Ocean,12/5/2014,12/14/2014,2/10/2015,2/10/2015,2/11/2015,ARV,Pediatric,Aurobindo Pharma Limited,ARV product - Pediatric formulation,Molecule 14,Branded,90mg,Oral Solution,60,1000,23423.4,515.3148,23.4234,"Mylan H-12, India",Yes,16.8,1621.94,195.53,58,58,t,6.92,96.54
214,335-VI-T59,PQ-84205,SO-37302,ASN-82534,Vietnam,Haiti Field Office,Direct Drop,EXW,Air Charter,12/25/2013,1/8/2014,3/4/2014,3/16/2014,3/20/2014,ACT,Artemisinin-based,Ranbaxy Fine Chemicals,ACT product - Artemisinin-based formulation,Molecule 38,Branded,150mg,Test kit,60,1000,19642.3,274.9922,19.6423,"Mylan H-12, India",No,17.26,2749.78,161.97,55,67,f,14,159.32
1018,335-ZI-T84,PQ-53464,SO-78475,ASN-96679,Zimbabwe,PMO - US,Direct Drop,CIP,Air,1/22/2016,1/27/2016,4/22/2016,4/27/2016,4/30/2016,HRDT,HIV test,Cipla Ltd,HRDT product - HIV test formulation,Molecule 38,Branded,90mg,Capsule,60,50000,1016485,548.9019,20.3297,"ABC Farmaceutica, Brazil",Yes,409.29,170660.02,6660.38,86,91,f,16.79,416.97
4056,336-ET-T68,PQ-91098,SO-72211,ASN-99082,Ethiopia,South Africa Field Office,Direct Drop,EXW,Truck,4/15/2016,4/28/2016,6/27/2016,7/10/2016,7/10/2016,HRDT,HIV test,Aurobindo Pharma Limited,HRDT product - HIV test formulation,Molecule 23,Branded,30mg,Tablet,10,2000,41822.8,439.1394,20.9114,"Novartis, Suffern, US",Yes,15.55,5839.24,411.38,60,73,f,13.96,375.51
2972,336-HA-T33,PQ-68453,SO-24257,ASN-57362,Haiti,Haiti Field Office,From RDC,EXW,Truck,4/13/2015,4/26/2015,7/18/2015,7/15/2015,7/15/2015,MRDT,Malaria test,Aurobindo Pharma Limited,MRDT product - Malaria test formulation,Molecule 5,Branded,150mg,Oral Solution,100,5000,66365.5,358.3737,13.2731,"Novartis, Suffern, US",Yes,42.46,3079.46,431.71,83,80,t,4.64,72.53
2647,336-KE-T70,PQ-72146,SO-30156,ASN-38033,Kenya,South Africa Field Office,From RDC,CIP,Ocean,10/1/2014,10/11/2014,12/3/2014,12/21/2014,12/21/2014,ACT,Artemisinin-based,Zenith Pharmaceuticals,ACT product - Artemisinin-based formulation,Molecule 29,Generic,30mg,Capsule,60,50000,498805,159.6176,9.9761,"Ranbaxy, Paonta Sahib, India",Yes,919.81,76927.17,4518.73,53,71,f,15.42,83.63
3735,336-VI-T31,PQ-63777,SO-35927,ASN-82478,Vietnam,Haiti Field Office,Direct Drop,FCA,Ocean,7/23/2015,8/7/2015,11/4/2015,11/2/2015,11/6/2015,MRDT,Malaria test,Ranbaxy Fine Chemicals,MRDT product - Malaria test formulation,Molecule 24,Branded,120mg,Test kit,1,50000,1794280,1004.7968,35.8856,"Mylan H-12, India",Yes,607.79,229868.82,10785.15,89,87,t,12.81,378.2
2146,336-ZI-T91,PQ-63719,SO-81070,ASN-77166,Zimbabwe,South Africa Field Office,Direct Drop,EXW,Air,8/12/2015,8/20/2015,10/26/2015,11/1/2015,11/1/2015,HRDT,HIV test,Aurobindo Pharma Limited,HRDT product - HIV test formulation,Molecule 21,Generic,90mg,Capsule,30,5000,168294,471.2232,33.6588,"Mylan H-12, India",No,35.5,25595.14,1208.78,67,73,f,15.21,720.99
1274,337-CA-T70,PQ-66887,SO-22365,ASN-49855,Cameroon,South Africa Field Office,From RDC,EXW,Air,8/31/2015,9/12/2015,10/20/2015,10/28/2015,10/28/2015,ANTM,Antimalarial,Mylan Inc,ANTM product - Antimalarial formulation,Molecule 29,Generic,30mg,Capsule,1,10000,290893,145.4465,29.0893,"Hetero Unit III, India",Yes,96.18,32790.32,2166.52,38,46,f,11.27,340.93
4463,337-CO-T72,PQ-24225,SO-82983,ASN-92782,Cote D'Ivoire,South Africa Field Office,Direct Drop,DDP,Air,7/12/2015,7/18/2015,9/7/2015,9/12/2015,9/16/2015,ACT,Artemisinin-based,Sun Pharma,ACT product - Artemisinin-based formulation,Molecule 4,Branded,90mg,Oral Solution,10,25000,555277.5,422.0109,22.2111,"Novartis, Suffern, US",Yes,,94796.14,1842.07,51,56,f,17.07,
3318,337-ET-T91,PQ-15660,SO-51326,ASN-78182,Ethiopia,Haiti Field Office,Direct Drop,FCA,Ocean,11/16/2014,11/29/2014,2/22/2015,2/18/2015,2/18/2015,ARV,Pediatric,Sun Pharma,ARV product - Pediatric formulation,Molecule 9,Branded,120mg,Test kit,1,1000,32602.2,619.4418,32.6022,SCMS Global Warehouse,No,19.48,1363.39,79.77,85,81,t,4.18,69.99
2603,337-KE-T37,PQ-21325,SO-56206,ASN-33851,Kenya,South Africa Field Office,Direct Drop,DDP,Ocean,3/2/2015,3/19/2015,5/24/2015,5/25/2015,5/28/2015,ACT,Artemisinin-based,Abc Pharm Ltd,ACT product - Artemisinin-based formulation,Molecule 26,Branded,90mg,Capsule,30,1000,26310.5,105.242,26.3105,"ABC Farmaceutica, Brazil",Yes,19.6,3888.04,107.46,66,67,f,14.78,198.37
2087,337-ZA-T32,PQ-92253,SO-77066,ASN-30417,Zambia,PMO - US,Direct Drop,DDP,Truck,8/9/2014,8/28/2014,11/2/2014,10/28/2014,11/1/2014,ANTM,Antimalarial,Mylan Inc,ANTM product - Antimalarial formulation,Molecule 37,Branded,150mg,Oral Solution,100,2000,47844.4,23.9222,23.9222,SCMS Global Warehouse,Yes,8.1,1847.43,290.98,66,61,t,3.86,228.08
72,337-ZA-T61,PQ-21138,SO-45298,ASN-60200,Zambia,PMO - US,Direct Drop,FCA,Ocean,6/9/2015,6/21/2015,9/14/2015,8/17/2015,8/17/2015,HRDT,HIV test,Mylan Inc,HRDT product - HIV test formulation,Molecule 21,Branded,120mg,Tablet,60,10000,387934,155.1736,38.7934,SCMS Global Warehouse,Yes,125.21,16398.62,3524.13,85,57,t,4.23,130.97
2041,337-ZI-T49,PQ-70300,SO-66709,ASN-77353,Zimbabwe,PMO - US,Direct Drop,EXW,Air,3/26/2016,4/14/2016,5/6/2016,5/6/2016,5/7/2016,HRDT,HIV test,Novartis Pharma Ag,HRDT product - HIV test formulation,Molecule 14,Branded,150mg,Capsule,10,2000,66855.4,568.2709,33.4277,"Ranbaxy, Paonta Sahib, India",Yes,23.99,5496.43,508.61,22,22,t,8.22,229.11
1891,338-CO-T10,PQ-78216,SO-98664,ASN-29728,Cote D'Ivoire,PMO - US,From RDC,FCA,Truck,10/30/2015,11/4/2015,12/15/2015,12/10/2015,12/11/2015,MRDT,Malaria test,Aurobindo Pharma Limited,MRDT product - Malaria test formulation,Molecule 26,Generic,120mg,Capsule,60,50000,1026955,328.6256,20.5391,"Ranbaxy, Paonta Sahib, India",No,414.94,150280.97,7340.49,41,36,t,14.63,362.18
5152,338-CO-T63,PQ-46782,SO-91708,ASN-25701,Cote D'Ivoire,Haiti Field Office,Direct Drop,CIP,Air,10/2/2015,10/20/2015,12/17/2015,12/3/2015,12/7/2015,ANTM,Antimalarial,Bristol Myers Squibb,ANTM product - Antimalarial formulation,Molecule 13,Branded,120mg,Capsule,1,500,21814.05,959.8182,43.6281,"Ranbaxy, Paonta Sahib, India",Yes,9.5,1478.38,152.66,58,44,t,6.78,155.62
641,338-CO-T96,PQ-64051,SO-70639,ASN-76988,Cote D'Ivoire,Haiti Field Office,Direct Drop,DDP,Air,8/4/2015,8/18/2015,10/26/2015,10/5/2015,10/8/2015,ACT,Artemisinin-based,Cipla Ltd,ACT product - Artemisinin-based formulation,Molecule 17,Branded,150mg,Capsule,1,5000,168615.5,236.0617,33.7231,"Ranbaxy, Paonta Sahib, India",Yes,93.01,5662.65,580.2,69,48,t,3.36,60.88
3366,338-HA-T95,PQ-94706,SO-15046,ASN-14901,Haiti,Haiti Field Office,From RDC,FCA,Ocean,3/9/2014,3/25/2014,6/14/2014,6/18/2014,6/19/2014,ARV,Pediatric,Aurobindo Pharma Limited,ARV product - Pediatric formulation,Molecule 13,Branded,90mg,Tablet,1,50000,766650,352.659,15.333,"Ranbaxy, Paonta Sahib, India",Yes,317.34,81756.09,6174.29,81,85,f,10.66,257.63
4675,338-MO-T13,PQ-32819,SO-85432,ASN-64911,Mozambique,PMO - US,From RDC,FOB,Air,11/24/2014,12/4/2014,2/23/2015,2/19/2015,2/21/2015,MRDT,Malaria test,Ranbaxy Fine Chemicals,MRDT product - Malaria test formulation,Molecule 10,Branded,60mg,Capsule,10,25000,505887.5,546.3585,20.2355,"ABC Farmaceutica, Brazil",Yes,495.47,49151.26,752.75,81,77,t,9.72,99.2
4492,338-SO-T51,PQ-17549,SO-95285,ASN-91151,South Africa,South Africa Field Office,From RDC,FOB,Air,6/14/2015,6/27/2015,7/23/2015,7/25/2015,7/29/2015,HRDT,HIV test,Scms Global,HRDT product - HIV test formulation,Molecule 32,Generic,90mg,Capsule,100,500,19247.35,307.9576,38.4947,"Novartis, Suffern, US",No,3.92,990.36,92.63,26,28,f,5.15,252.64
2273,338-SO-T82,PQ-44307,SO-72667,ASN-28320,South Africa,South Africa Field Office,Direct Drop,FOB,Air Charter,1/27/2014,2/14/2014,4/3/2014,3/15/2014,3/19/2014,ANTM,Antimalarial,Zenith Pharmaceuticals,ANTM product - Antimalarial formulation,Molecule 8,Generic,90mg,Capsule,60,5000,177709,604.2106,35.5418,"Novartis, Suffern, US",Yes,,11960.11,485.81,48,29,t,6.73,
3929,338-SO-T85,PQ-10890,SO-69330,ASN-44838,South Africa,South Africa Field Office,Direct Drop,FCA,Air,8/20/2015,8/25/2015,10/29/2015,10/15/2015,10/19/2015,MRDT,Malaria test,Scms Global,MRDT product - Malaria test formulation,Molecule 12,Generic,30mg,Oral Solution,30,10000,363792,909.48,36.3792,"Cipla, Goa, India",Yes,,33109.67,2920.9,65,51,t,9.1,
630,338-TA-T46,PQ-40086,SO-59671,ASN-13907,Tanzania,PMO - US,Direct Drop,FCA,Air,4/3/2015,4/13/2015,5/17/2015,5/5/2015,5/5/2015,ACT,Artemisinin-based,Abc Pharm Ltd,ACT product - Artemisinin-based formulation,Molecule 30,Branded,120mg,Test kit,30,10000,301462,602.924,30.1462,"ABC Farmaceutica, Brazil",Yes,,30772.22,2305.57,34,22,t,10.21,
4704,338-VI-T96,PQ-75831,SO-43170,ASN-73932,Vietnam,Haiti Field Office,From RDC,CIP,Air Charter,4/1/2016,4/6/2016,6/23/2016,6/7/2016,6/8/2016,MRDT,Malaria test,Novartis Pharma Ag,MRDT product - Malaria test formulation,Molecule 8,Branded,90mg,Tablet,10,25000,172190,199.7404,6.8876,"Ranbaxy, Paonta Sahib, India",Yes,164.24,20812.14,213.21,78,62,t,12.09,126.72
2806,338-ZI-T28,PQ-57951,SO-69161,ASN-13380,Zimbabwe,PMO - US,From RDC,FOB,Air,9/18/2014,9/30/2014,11/20/2014,12/5/2014,12/9/2014,ANTM,Antimalarial,Zenith Pharmaceuticals,ANTM product - Antimalarial formulation,Molecule 24,Branded,120mg,Test kit,60,10000,107457,204.1683,10.7457,"Novartis, Suffern, US",Yes,33.9,15423.18,467.49,51,66,f,14.35,454.96
2659,338-ZI-T81,PQ-86192,SO-65156,ASN-59702,Zimbabwe,Haiti Field Office,From RDC,CIP,Air,4/12/2014,4/24/2014,6/29/2014,6/26/2014,6/30/2014,ARV,Adult,Zenith Pharmaceuticals,ARV product - Adult formulation,Molecule 37,Generic,120mg,Test kit,10,1000,9991.2,229.7976,9.9912,"Hetero Unit III, India",No,8.66,1726.09,96.57,66,63,t,17.28,199.32
1090,339-CA-T95,PQ-84088,SO-87163,ASN-76886,Cameroon,PMO - US,From RDC,DDP,Air,10/14/2014,10/25/2014,1/21/2015,1/17/2015,1/21/2015,MRDT,Malaria test,Aurobindo Pharma Limited,MRDT product - Malaria test formulation,Molecule 35,Generic,30mg,Capsule,10,10000,363479,726.958,36.3479,"Mylan H-12, India",Yes,75.34,,1148.04,88,84,t,,
4031,340-ET-T53,PQ-45796,SO-12222,,Ethiopia,South Africa Field Office,From RDC,FOB,Air,6/12/2014,6/25/2014,8/31/2014,8/31/2014,9/2/2014,ARV,Pediatric,Zenith Pharmaceuticals,ARV product - Pediatric formulation,Molecule 20,Branded,120mg,Capsule,1,25000,1040252.5,1081.8626,41.6101,"Ranbaxy, Paonta Sahib, India",No,202.74,115897.61,10401.34,67,67,t,11.14,571.66
5849,340-GU-T52,PQ-98027,SO-24672,ASN-31940,Guyana,Haiti Field Office,From RDC,FOB,Air Charter,4/15/2015,4/29/2015,5/28/2015,6/6/2015,6/10/2015,ARV,Adult,Zenith Pharmaceuticals,ARV product - Adult formulation,Molecule 14,Branded,90mg,Tablet,1,25000,677502.5,325.2012,27.1001,"Novartis, Suffern, US",Yes,466.04,63209.42,6739.22,29,38,f,9.33,135.63
3907,340-KE-T65,PQ-49690,SO-88195,ASN-49453,Kenya,PMO - US,From RDC,DDP,Air,4/17/2014,4/26/2014,5/26/2014,5/16/2014,5/16/2014,MRDT,Malaria test,Scms Global,MRDT product - Malaria test formulation,Molecule 2,Generic,150mg,Tablet,10,50000,520725,177.0465,10.4145,"Ranbaxy, Paonta Sahib, India",Yes,,60850.38,2692.3,30,20,t,11.69,
3145,340-MO-T23,PQ-15738,SO-42997,ASN-12856,Mozambique,South Africa Field Office,From RDC,EXW,Air,9/11/2014,9/29/2014,12/15/2014,12/12/2014,12/13/2014,HRDT,HIV test,Novartis Pharma Ag,HRDT product - HIV test formulation,Molecule 10,Generic,120mg,Capsule,100,5000,178868.5,71.5474,35.7737,"Cipla, Goa, India",Yes,81.69,23877.91,1788.43,77,74,t,13.35,292.3
3124,340-NI-T48,PQ-84158,SO-61888,ASN-18029,Nigeria,South Africa Field Office,Direct Drop,DDP,Air,8/17/2014,9/5/2014,11/28/2014,11/8/2014,11/12/2014,ANTM,Antimalarial,Scms Global,ANTM product - Antimalarial formulation,Molecule 26,Branded,60mg,Capsule,10,500,9784.1,39.1364,19.5682,SCMS Global Warehouse,Yes,4.55,308.78,88.53,84,64,t,3.16,67.86
2235,340-SO-T91,PQ-53402,SO-54901,ASN-88101,South Africa,Haiti Field Office,From RDC,FOB,Truck,4/4/2014,4/21/2014,6/25/2014,6/15/2014,6/19/2014,MRDT,Malaria test,Aurobindo Pharma Limited,MRDT product - Malaria test formulation,Molecule 26,Generic,30mg,Oral Solution,60,2000,9272.8,27.8184,4.6364,"Novartis, Suffern, US",No,24.25,347.78,42.88,65,55,t,3.75,14.34
2,341-CA-T18,PQ-33897,SO-78148,ASN-33483,Cameroon,Haiti Field Office,From RDC,FOB,Air,3/30/2016,4/11/2016,5/3/2016,5/25/2016,5/29/2016,ANTM,Antimalarial,Cipla Ltd,ANTM product - Antimalarial formulation,Molecule 35,Branded,30mg,Test kit,10,2000,61240.4,275.5818,30.6202,"Novartis, Suffern, US",No,4.47,10522.43,593.46,22,44,f,17.18,2354.01
3655,341-CA-T79,PQ-34945,SO-47136,ASN-73395,Cameroon,Haiti Field Office,Direct Drop,DDP,Truck,8/1/2015,8/6/2015,10/21/2015,10/10/2015,10/10/2015,HRDT,HIV test,Ranbaxy Fine Chemicals,HRDT product - HIV test formulation,Molecule 25,Branded,90mg,Test kit,1,5000,217764.5,1175.9283,43.5529,SCMS Global Warehouse,Yes,19.56,15548.85,1749.26,76,65,t,7.14,794.93
3957,341-KE-T20,PQ-44598,SO-53669,ASN-72297,Kenya,Haiti Field Office,Direct Drop,FOB,Air,1/30/2016,2/14/2016,4/22/2016,4/10/2016,4/10/2016,ANTM,Antimalarial,Cipla Ltd,ANTM product - Antimalarial formulation,Molecule 4,Branded,60mg,Capsule,1,5000,21857,126.7706,4.3714,"Aurobindo Unit III, India",Yes,53.66,2115.24,183.2,68,56,t,9.68,39.42
3371,341-KE-T44,PQ-68722,SO-44945,ASN-41825,Kenya,South Africa Field Office,From RDC,FOB,Air Charter,7/1/2015,7/17/2015,8/18/2015,8/14/2015,8/14/2015,HRDT,HIV test,Zenith Pharmaceuticals,HRDT product - HIV test formulation,Molecule 39,Branded,30mg,Tablet,60,25000,252612.5,262.717,10.1045,"Aurobindo Unit III, India",Yes,,,2064.96,32,28,t,,
1812,341-MO-T51,PQ-42688,SO-78990,ASN-70007,Mozambique,PMO - US,Direct Drop,DDP,Truck,3/21/2014,4/9/2014,5/8/2014,5/5/2014,5/5/2014,HRDT,HIV test,Scms From Rdc,HRDT product - HIV test formulation,Molecule 33,Branded,60mg,Capsule,1,500,7516.2,405.8748,15.0324,"Ranbaxy, Paonta Sahib, India",Yes,3.56,,32.81,29,26,t,,
4982,341-TA-T19,PQ-82169,SO-76487,ASN-28350,Tanzania,PMO - US,From RDC,FCA,Truck,7/18/2014,7/29/2014,8/22/2014,8/14/2014,8/15/2014,ANTM,Antimalarial,Zenith Pharmaceuticals,ANTM product - Antimalarial formulation,Molecule 19,Generic,30mg,Oral Solution,30,1000,31174.6,623.492,31.1746,"Hetero Unit III, India",No,11.05,4641.15,266.89,24,16,t,14.89,420.01
1103,341-TA-T69,PQ-57770,SO-59884,ASN-95681,Tanzania,Haiti Field Office,Direct Drop,FOB,Air,3/29/2015,4/8/2015,6/4/2015,6/13/2015,6/13/2015,MRDT,Malaria test,Ranbaxy Fine Chemicals,MRDT product - Malaria test formulation,Molecule 12,Generic,90mg,Capsule,100,2000,86873.2,217.183,43.4366,"Hetero Unit III, India",Yes,37.21,7465.71,665.85,57,66,f,8.59,200.64
5013,341-VI-T58,PQ-40647,SO-23627,ASN-75522,Vietnam,South Africa Field Office,From RDC,DDP,Ocean,2/16/2014,2/25/2014,5/24/2014,5/27/2014,5/29/2014,ARV,Pediatric,Mylan Inc,ARV product - Pediatric formulation,Molecule 33,Generic,150mg,Oral Solution,30,2000,2125,23.375,1.0625,"Novartis, Suffern, US",Yes,21.86,44.03,3.86,88,91,f,2.07,2.01
61,341-ZA-T97,PQ-75661,SO-55272,ASN-25398,Zambia,Haiti Field Office,From RDC,CIP,Truck,3/1/2016,3/7/2016,3/27/2016,3/23/2016,3/27/2016,ACT,Artemisinin-based,Novartis Pharma Ag,ACT product - Artemisinin-based formulation,Molecule 23,Branded,120mg,Oral Solution,100,2000,28481.4,242.0919,14.2407,"Hetero Unit III, India",No,24.22,3705.81,130.34,20,16,t,13.01,153.01
4022,342-CA-T23,PQ-95845,SO-43817,ASN-51475,Cameroon,PMO - US,From RDC,FOB,Air Charter,2/18/2014,3/5/2014,5/12/2014,5/8/2014,5/8/2014,ACT,Artemisinin-based,Scms From Rdc,ACT product - Artemisinin-based formulation,Molecule 26,Branded,90mg,Test kit,100,1000,3674.6,58.7936,3.6746,"Novartis, Suffern, US",Yes,19.2,126.27,23.08,68,64,t,3.44,6.58
5419,342-SO-T68,PQ-42468,SO-73886,ASN-72571,South Africa,South Africa Field Office,Direct Drop,CIP,Ocean,7/16/2014,8/1/2014,10/9/2014,10/22/2014,10/24/2014,ACT,Artemisinin-based,Mylan Inc,ACT product - Artemisinin-based formulation,Molecule 25,Generic,150mg,Tablet,100,500,18773.75,901.14,37.5475,SCMS Global Warehouse,No,9.64,1134.25,69.09,69,82,f,6.04,117.66
2192,342-ZA-T30,PQ-13114,SO-67029,ASN-39179,Zambia,PMO - US,From RDC,DDP,Air,1/14/2014,1/19/2014,2/9/2014,2/2/2014,2/2/2014,HRDT,HIV test,Cipla Ltd,HRDT product - HIV test formulation,Molecule 35,Generic,60mg,Tablet,10,2000,49433.6,494.336,24.7168,SCMS Global Warehouse,Yes,7.54,,129.35,21,14,t,,
2351,343-CO-T27,PQ-99825,SO-45805,ASN-74878,Cote D'Ivoire,South Africa Field Office,From RDC,DDP,Ocean,8/20/2014,8/31/2014,11/15/2014,11/21/2014,11/21/2014,MRDT,Malaria test,Novartis Pharma Ag,MRDT product - Malaria test formulation,Molecule 28,Generic,120mg,Test kit,10,500,5712.6,148.5276,11.4252,"Novartis, Suffern, US",Yes,4.04,380.81,9.79,76,82,f,6.67,94.26
